"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 24 01:08:13 GMT 2024","Fri May 24 01:08:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri May 24 01:06:59 GMT 2024","Fri May 24 01:07:09 GMT 2024","10355","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri May 24 01:06:33 GMT 2024","Fri May 24 01:06:33 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri May 24 01:07:23 GMT 2024","Fri May 24 01:07:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri May 24 01:05:56 GMT 2024","Fri May 24 01:06:06 GMT 2024","10232","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri May 24 01:07:10 GMT 2024","Fri May 24 01:07:10 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri May 24 01:09:07 GMT 2024","Fri May 24 01:09:18 GMT 2024","10299","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri May 24 01:07:48 GMT 2024","Fri May 24 01:07:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri May 24 01:07:36 GMT 2024","Fri May 24 01:07:36 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri May 24 01:08:55 GMT 2024","Fri May 24 01:09:05 GMT 2024","10379","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri May 24 01:08:42 GMT 2024","Fri May 24 01:08:52 GMT 2024","10339","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Fri May 24 01:09:19 GMT 2024","Fri May 24 01:09:19 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri May 24 01:08:26 GMT 2024","Fri May 24 01:08:26 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri May 24 01:06:07 GMT 2024","Fri May 24 01:06:07 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri May 24 01:08:01 GMT 2024","Fri May 24 01:08:01 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri May 24 01:06:21 GMT 2024","Fri May 24 01:06:32 GMT 2024","10375","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri May 24 01:06:46 GMT 2024","Fri May 24 01:06:57 GMT 2024","10314","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
