"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 12 01:04:49 GMT 2024","Fri Apr 12 01:05:00 GMT 2024","10249","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri Apr 12 01:03:09 GMT 2024","Fri Apr 12 01:03:19 GMT 2024","10208","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Apr 12 01:04:11 GMT 2024","Fri Apr 12 01:04:11 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Apr 12 01:05:02 GMT 2024","Fri Apr 12 01:05:12 GMT 2024","10347","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri Apr 12 01:03:58 GMT 2024","Fri Apr 12 01:03:58 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Apr 12 01:04:36 GMT 2024","Fri Apr 12 01:04:36 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Apr 12 01:03:20 GMT 2024","Fri Apr 12 01:03:20 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri Apr 12 01:02:06 GMT 2024","Fri Apr 12 01:02:16 GMT 2024","10226","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Fri Apr 12 01:05:26 GMT 2024","Fri Apr 12 01:05:26 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Apr 12 01:02:42 GMT 2024","Fri Apr 12 01:02:42 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Apr 12 01:05:15 GMT 2024","Fri Apr 12 01:05:25 GMT 2024","10245","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri Apr 12 01:04:23 GMT 2024","Fri Apr 12 01:04:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Apr 12 01:03:45 GMT 2024","Fri Apr 12 01:03:45 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Apr 12 01:02:17 GMT 2024","Fri Apr 12 01:02:17 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Apr 12 01:02:56 GMT 2024","Fri Apr 12 01:03:06 GMT 2024","10275","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Apr 12 01:03:33 GMT 2024","Fri Apr 12 01:03:33 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri Apr 12 01:02:31 GMT 2024","Fri Apr 12 01:02:41 GMT 2024","10189","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
